ID,NU_NOTA_LC
153,523.3405288818074
154,528.700146685856
155,560.2976870317013
156,474.46356028204866
157,481.05282406017193
158,472.3937118468623
159,622.0430718453299
160,640.223649646545
161,658.7815696356923
162,608.2219393033221
163,427.19845061879687
164,443.38244749643104
165,518.3594564154679
166,543.8240793650859
167,548.7051805987911
168,563.163944041243
169,594.5282988175294
170,597.6857120561075
171,395.33109022531835
172,576.1588888356757
173,471.613423113352
174,566.1920233998931
175,489.4005378738091
176,571.782642713089
177,518.2381479690396
178,533.3878909891889
179,553.4431757246003
180,495.35234438353626
181,509.2503323626749
182,520.5668010674596
183,514.1338326090206
184,512.8805254381923
185,615.2052214735174
186,504.6453447004357
187,615.4248261738358
188,493.435956782093
189,493.8188944581534
190,527.3444069714594
191,480.99275626591265
192,527.3398567897631
193,595.520047910023
194,572.2043905872747
195,541.1156906745151
196,471.62357290632804
197,574.0467730947728
198,534.705330829461
199,554.9440886722446
200,466.8602177078241
201,608.6597711936877
202,553.1610008291008
203,440.75900722575733
204,539.6804047543094
205,440.7024724943484
206,545.67150999893
207,449.94794643688044
208,577.4537624419232
209,616.2799154485424
210,494.42135869057597
211,532.8791570153736
212,532.626974886381
213,493.27360948288697
214,536.410642128845
215,610.1101841049929
216,558.4173723106155
217,497.2284146540896
218,537.2652681483268
219,524.2353415339473
220,521.7052132526035
221,485.69104297608044
222,525.885401737482
223,521.7458070829985
224,498.97455072916114
225,548.4343392951562
226,574.1866211441068
227,602.3253404978622
228,617.63124297046
229,544.0029240596604
230,460.46096683838556
231,560.2820552588695
232,458.34976543561595
233,543.4253388961292
234,576.0010868977721
235,513.0617666256745
236,528.1852388224812
237,465.65401764562887
238,488.1659428664956
239,525.3955410613337
240,575.789874630969
241,643.4008967471684
242,514.4812823338851
243,495.40647867261407
244,654.2695715231862
245,537.8874619212601
246,572.4043346567746
247,487.96457349654594
248,427.4893480514021
249,556.4687894775232
250,575.6244043886976
251,542.3366631339
252,431.32114411818844
253,544.2897454565392
254,473.7261037558354
255,474.11686814664426
256,558.9881458683012
257,580.9118405304134
258,484.30218906804885
259,556.2612120831564
260,453.0844177216342
261,449.0606963100357
262,509.2455174988346
263,476.6363533326586
264,531.3789450883764
265,503.1338473867736
266,560.9632849901874
267,486.5655547555248
268,463.5507516072461
269,425.6133520578477
270,592.5246460181788
271,445.70342664961856
272,492.99809861776
273,602.4876519810406
274,525.3274732740605
275,576.2136153226954
276,465.5274924360323
277,588.2261956603201
278,496.18206573818054
279,547.0246262032717
280,551.6016526480496
281,511.85437954408985
282,534.8844400143639
283,538.0979575153949
284,582.3360232310825
285,496.88089511105306
286,610.1763933474806
287,491.307571903502
288,479.66613346071415
289,422.7719478448505
290,497.5563408074714
291,518.7216052516129
292,433.69621373597386
293,596.1841070280111
294,420.18198002607943
295,650.6258840156755
296,520.2194520318784
297,492.23833723905307
298,552.8478135518735
299,607.714180430594
300,583.9058053267472
301,462.5757606814386
302,491.56747395686153
303,604.06165723552
304,532.859648548022
305,566.997719856731
306,525.2855187422197
307,626.3606835400309
308,541.91710542794
309,566.4223851711645
310,604.9159935162296
311,605.9448644988884
312,402.40713758000015
313,448.70076098858885
314,562.1132035896374
315,658.9099810126763
316,474.86937442215
317,527.7385695147344
318,465.42675665108305
319,570.9693286763991
320,482.7384682846107
321,609.9035496540391
322,653.645392339298
323,612.1246144206012
324,576.3516600539084
325,483.44398995273156
326,590.8681563760405
327,561.3453907960571
328,481.05873848832425
329,489.92844347602403
330,521.4681662923066
331,560.6978534546267
332,577.6866041524099
333,506.93119622402077
334,538.6357509698397
335,480.4093821013534
336,583.5781839901863
337,505.298182262943
338,447.72406541512305
339,433.28534393082293
340,562.7173730473421
341,496.6317458390746
342,503.52895127102124
343,436.95925444239333
344,482.0263853368052
345,561.2605228907179
346,514.0711933518555
347,564.4734081033652
348,595.1251865061225
349,615.8879963386631
350,531.0036861444264
351,558.7396616638439
352,556.8520937440608
353,573.505381514669
354,578.8227393991779
355,511.6554070141646
356,416.86931601650673
357,506.3204374253793
358,567.7129067777469
359,577.5901024438449
360,527.2386748521765
361,488.1705611790248
362,592.4005678680121
363,487.34309546767815
364,587.1063729654644
365,503.8967092389584
366,441.41809866498596
367,571.8639745528344
368,511.60687044206884
369,516.0535010409835
370,469.0346331501202
371,561.7877202609416
372,432.354683270107
373,507.90082470216953
374,505.79671560155424
375,524.3069607501691
376,468.5905472197378
377,521.6206859609176
378,523.87400811268
379,455.66515579046956
380,466.5023609527968
381,491.20471971566434
382,411.55122351296177
383,460.3493424081346
384,540.2587186399176
385,598.3203235075321
386,531.649215729065
387,661.6729596998733
388,611.2506756091578
389,432.17464221039774
390,516.317898732507
391,471.42458349557535
392,521.1852525562588
393,449.67911577965276
394,548.2651125279151
395,446.2533659115467
396,606.386731662867
397,427.84247825436216
398,573.6298554684978
399,597.3878538849617
400,432.2482115963362
401,523.1696411605844
402,542.4630527165294
403,497.4490738593754
404,581.5635065254359
405,460.72062642597905
406,526.5733952545812
407,509.22576795860596
408,670.4669587377196
409,434.5365687615038
410,506.1998966325657
411,631.571165061946
412,556.8143052233333
413,525.8428953970953
414,542.5425284555635
415,569.6327616526771
416,528.7992787873981
417,662.8426685099554
418,466.53912318485357
419,492.09041393250834
420,495.6389433930349
421,487.2457184973698
422,539.0480139412203
423,544.3099050568039
424,576.8560810741377
425,615.1715187485903
426,582.3739336408905
427,548.3214294518177
428,544.7794464789848
429,516.5236214457602
430,597.5602062931482
431,522.0829405109301
432,510.8063650985729
433,439.19677112659775
434,475.11983437716276
435,482.52138940042414
436,500.5731857361458
437,554.9355236531563
438,574.7716716402927
439,606.517156177822
440,451.35586939846326
441,492.76907741951044
442,581.783616560503
443,455.20222653762573
444,543.8430261258669
445,521.8772702388197
446,493.33735499136844
447,585.0650705500548
448,519.9139429868579
449,559.0930382560055
450,513.3534901302392
451,504.9676541385553
452,497.0121174064484
453,516.049099863296
454,640.7938243055214
455,439.44497921737326
456,497.2701183885166
457,585.0013146545743
458,534.3199171191432
459,519.7958351235449
460,522.7912363207553
461,549.7417774451895
462,465.9464714877529
463,487.63997398953785
464,511.8808426157339
465,536.788049672742
466,580.9423996464094
467,590.7714441775194
468,417.17654912783274
469,489.20689943498803
470,495.04128077685493
471,518.4148210083949
472,568.5684279241193
473,568.5578881325397
474,544.8900949137337
475,472.4390618371009
476,509.67720828313674
477,452.6201416143613
478,534.7855691676667
479,462.9371375780988
480,549.650908352373
481,449.4228344542188
482,516.1341432571057
483,535.3338423219922
484,548.67954035002
485,534.3959177541456
486,570.4528698870038
487,496.71766159437345
488,626.4215862781579
489,568.0573390302396
490,556.1526569642982
491,483.6652867819972
492,461.5348627178503
493,510.7012769096416
494,479.8359281846093
495,494.60551325906755
496,608.9251990230082
497,552.7412681598236
498,623.7625768424817
499,523.482255764777
500,551.0502316792259
501,504.04310507580107
502,463.22415814523
503,519.2156509386433
504,535.1854580261836
505,510.90441646849456
506,581.151103761608
507,579.0153639904091
508,666.3543846942246
509,463.1192606368786
510,586.7906761879788
511,696.2560432219967
512,487.66679172366327
513,529.0973756332021
514,583.4483575028094
515,592.9329735707241
516,442.95160072185325
517,479.37020794707894
518,558.3583649138637
519,511.1592922438937
520,500.59682214000986
521,507.5999187054867
522,553.8703083190102
523,424.59354974644253
524,540.2798105494562
525,534.3037118200725
526,638.0777627307741
527,561.2868127720537
528,532.4767687270022
529,490.90760002378573
530,473.8739652328074
531,552.8705878544321
532,649.4130530301198
533,589.1119648275042
534,560.7571997692812
535,520.9052933633717
536,470.91384579160035
537,445.85053140791024
538,491.22608285006
539,451.0664351353944
540,582.2806606349618
541,676.1170498101391
542,538.8506576443809
543,647.3999903562205
544,516.7381910865543
545,441.8227577598723
546,517.9042759476788
547,457.27427203709715
548,594.067623480683
549,522.204153504242
550,542.1178318212951
551,609.4392803159494
552,517.5189536624505
553,608.8253303605123
554,570.2062839989826
555,599.7189052890195
556,530.4279906002547
557,571.8276942538105
558,467.7935097108355
559,490.65235068970264
560,454.54350323211304
561,613.2396317970125
562,523.713843625533
563,502.7982112672744
564,515.1248505196434
565,542.4366281814004
566,501.4891915053241
567,530.175160490228
568,680.5986585619341
569,554.7811961619834
570,493.0559944803068
571,580.180228415363
572,605.5880151161912
573,463.94362340354814
574,536.2019527329625
575,543.7361798078891
576,576.1463472612209
577,590.6091363078631
578,536.0006077563459
579,678.8443712437305
580,468.43561360316266
581,501.17506600436457
582,584.4787904625198
583,545.2640613273031
584,605.5284533982283
585,601.5089550269302
586,636.3431362411936
587,454.38028254473056
588,500.391660595995
589,553.9152702107913
590,638.3415704985329
591,601.3469508318076
592,513.575954062781
593,483.16114860597077
594,475.7487921286368
595,480.0086036612387
596,577.6958244332008
597,543.5460471480211
598,586.9196909759174
599,594.2346820300957
600,547.8069679636081
601,463.33605010583983
602,457.5780573378036
603,531.307862623964
604,499.449914903693
605,498.7959928796755
606,534.2970282724209
607,445.28104429804534
608,565.2206244142446
609,595.6108810783743
610,579.111546678972
611,527.844557290808
612,449.40977920950525
613,507.25191634433224
614,483.85083829087773
615,544.8769089721983
616,626.282608773721
617,562.4974548992955
618,476.2150882800364
619,457.1358589404914
620,434.62639819750046
621,490.0444969462209
622,460.31148438211346
623,539.7485809143112
624,481.27277674458486
625,561.1987105226974
626,447.1604467266689
627,544.9186911162906
628,508.7644237303971
629,515.6610457428701
630,524.8263815529676
631,546.1451619826606
632,500.28779134179695
633,509.0962172914186
634,536.55572841669
635,580.918588123175
636,537.2854833225982
637,493.2281613760501
638,623.6231525779991
639,630.5604208594972
640,508.41898192882485
641,562.0418666912958
642,546.6073028212542
643,472.15368314162197
644,483.5815510402442
645,469.2670820838888
646,582.5160511271488
647,531.8892288045896
648,475.80957475159073
649,470.25951477347303
650,559.091103801836
651,564.6424736519213
652,536.972149964464
653,544.6633336538305
654,560.910872376068
655,578.878068786209
656,562.5065480285813
657,488.1029319532598
658,459.7700818976115
659,557.8911941009212
660,492.08043422953386
661,553.4529053854061
662,502.32113300474543
663,626.8442500042675
664,548.1123724028316
665,594.149675952933
666,504.3490965770667
667,625.5840556558912
668,558.6379954183191
669,526.4413438296858
670,462.91857581958715
671,659.7430890940473
672,538.6935646531609
673,575.2902314966377
674,504.90266674731697
675,485.12483552139287
676,538.9749358999882
677,497.7836488874557
678,559.0574792023613
679,535.6848101118311
680,500.69368853212916
681,475.52428535421416
682,467.2249753944519
683,612.7639192638229
684,487.9707262456198
685,593.8152443680092
686,494.3365585453192
687,517.6036339203836
688,484.8409861137424
689,580.9154028642864
690,506.3647776653029
691,457.2966800887357
692,419.71493025583925
693,592.9597158549767
694,500.49782336446776
695,518.2566782529243
696,539.2856620891953
697,490.69633333503947
698,615.2091375009418
699,574.1393844744987
700,537.7593776031111
701,562.7708587188006
702,608.6744911740412
703,523.4484505367484
704,570.8309084804777
705,609.6178083026539
706,656.3920447590816
707,473.5078769295167
708,449.7121272156927
709,533.1159899480415
710,623.7620625804037
711,490.43294992837696
712,452.4397290856375
713,514.3972946402828
714,573.7191584812045
715,499.80126173190115
716,486.7731379093508
717,457.1348757929775
718,530.6696139556839
719,555.9325212205541
720,522.5584321672447
721,518.9750082260731
722,514.4561391227245
723,457.36035713120543
724,479.9496578093808
725,655.0002032401309
726,437.1382016302783
727,518.101755660255
728,539.9616176670369
729,627.5293496824397
730,471.3473637351127
731,508.3147098743833
732,563.634521007525
733,502.0650749708619
734,643.3639500365537
735,559.6765579247758
736,614.9247307736256
737,588.3532511845815
738,650.2509063049307
739,520.0018916643346
740,522.7334442729173
741,542.2400137948589
742,479.8070698361432
743,473.6275113190119
744,532.2060425335388
745,566.9501950900759
746,614.2566872263842
747,470.0687583483184
748,581.3522238564265
749,469.0956151089139
750,516.0540157112554
751,479.33429821041614
752,543.8330713459937
753,535.9619673096481
754,448.7840549757291
755,540.5992599649556
756,539.4412814436569
757,565.0034808165276
758,626.8679664859902
759,597.0125136504128
760,604.9979440903538
761,593.2316465392119
762,527.9939819642979
763,519.4323562499814
764,514.3054609424871
765,557.6628644641397
766,485.2846040541117
767,503.8362371198659
768,562.3462279191388
769,549.0838899226653
770,468.84295735510625
771,435.0364627545174
772,555.3016779362617
773,531.619822823837
774,571.379807856247
775,589.1416148290994
776,507.4705306100575
777,535.0837991659029
778,630.6457356783915
779,503.0587675688661
780,490.1850254349175
781,490.4365982378896
782,552.1395092501148
783,523.0451959454022
784,547.2174713793153
785,474.6217175620549
786,527.0736969015118
787,465.6759792468147
788,535.2843355016153
789,491.9293526219175
790,502.6577530506684
791,586.5878836780174
792,496.10842102278883
793,461.6912325577462
794,615.3873283470969
795,571.2330250561062
796,511.81200898709403
797,553.2147990896513
798,629.1619228576742
799,514.5897246138343
800,530.8822428503722
801,591.4687245781267
802,528.066729486889
803,439.6534121355781
804,463.38908868484276
805,632.5930832598336
806,493.1445074748329
807,516.2011844957025
808,558.3822639267847
809,509.67457311363444
810,536.1857207753346
811,627.2708178050377
812,558.9880869058833
813,469.69095670457
814,642.8651656584841
815,534.0968771009597
816,577.8660095614412
817,527.2739393817259
818,444.66599758898764
819,482.06680451086703
820,493.28624600350685
821,534.8328489715747
822,472.51062867794764
823,514.9114057600515
824,557.9800278715604
825,482.3923995588854
826,266.00223998630526
827,488.54477737216405
828,574.6792462274404
829,479.8664416747563
830,484.1025725306236
831,480.6026208772142
832,566.1659280491261
833,527.668145838467
834,463.46792276826426
835,485.45435651440664
836,610.7915378869827
837,558.3736325451023
838,446.8515084608281
839,565.119273599843
840,511.8100127509065
841,571.8995069732215
842,629.2158215933416
843,622.3531007553617
844,652.5349025531957
845,570.4146925299582
846,480.74280759846374
847,562.5674535959685
848,497.96193882878424
849,422.48366294947107
850,522.1813871320742
851,450.6823326142945
852,594.8995726345179
853,427.5026487660546
854,516.1432192872151
855,580.8823060748364
856,537.8619847412672
857,468.34466479834794
858,429.53419006796594
859,557.6235597422732
860,599.0343797027427
861,479.72229997855493
862,593.3435249557828
863,593.023610137566
864,519.4746796509955
865,541.7260029984773
866,499.43360295621414
867,520.5775334520999
868,532.3607669089614
869,501.76773706772184
870,548.8867307932175
871,464.71511984240715
872,493.3352292204341
873,635.8197874998789
874,594.7778333431764
875,429.32235121142116
876,496.4833651767362
877,549.5908441281538
878,598.4188984386699
879,655.9815555956842
880,517.8870116711
881,566.5580828460079
882,527.1149569601436
883,458.9216446358799
884,555.5775257975471
885,511.0535114420986
886,489.5061854089316
887,497.96722614681676
888,496.0911952037358
889,585.6716445971127
890,524.1259623331904
891,495.100472365931
892,498.9980676705886
893,567.7571468575786
894,585.3751307571424
895,435.85976526840705
896,493.2612444547545
897,534.8519267995273
898,590.5765504777005
899,463.9584595082165
900,639.6628817244028
901,459.20973625611026
902,469.7859497445651
903,529.09944391619
904,471.61926742415267
905,474.4036261670603
906,449.012241274315
907,518.537017801877
908,559.9151324606637
909,483.1138656716364
910,623.8308341769058
911,574.2939398938454
912,536.1145527584234
913,431.09888706472407
914,428.72087541713665
915,507.1354412378499
916,508.4522387609605
917,537.2114120122259
918,626.7082556962082
919,532.9292323512045
920,627.6199787921305
921,515.8612406316727
922,474.9293235792335
923,554.0392542508528
924,550.7463386489619
925,522.5992999330825
926,589.5291160360198
927,586.6869807232159
928,501.3861166740276
929,451.4290504111514
930,534.1755903496453
931,695.5806895207943
932,594.8432055696067
933,555.8019415175802
934,533.6438612023401
935,523.9711264590518
936,550.6790826063095
937,471.9036449904837
938,643.9364243695735
939,599.5010591492207
940,435.7480763780457
941,530.8532891071892
942,589.0055756981319
943,503.0347150384117
944,458.42982053764183
945,529.7421725655813
946,494.41616470918586
947,528.034247541085
948,612.1016240450447
949,597.4457979329206
950,612.5644734610453
951,575.6281065785781
952,499.49776993778084
953,467.1498220080529
954,453.2999460728512
955,510.30691654398106
956,565.9934141458918
957,549.5521081181718
958,630.323323441933
959,510.25287242031015
960,507.8709292913271
961,528.4740750146957
962,510.5689586347306
963,513.8423701250767
964,459.9765489791609
965,463.59717821130573
966,550.9493939155914
967,561.0514847056977
968,445.9476360105776
969,442.7243338030926
970,551.6378168112226
971,511.78721855259437
972,534.8935009889199
973,423.21528632979914
974,505.026512751905
975,604.4834790694526
976,519.9666658466936
977,506.9530219290847
978,511.991881560652
979,595.0460736062837
980,549.4816005375906
981,446.2305173874398
982,558.810256275483
983,481.3218936616589
984,454.73606489911936
985,547.1648700198174
986,603.1797606218425
987,533.598132637331
988,544.5436122265662
989,505.3549021025435
990,550.0509657384122
991,507.9204831251553
992,555.0212533678788
993,518.3655213390846
994,531.3730675396
995,616.981263446361
996,546.8961511849831
997,532.075962646886
998,446.6452234036018
999,528.4289167177706
1000,576.4445318382091
1001,537.1864719446309
1002,563.9854577664028
1003,491.58087251496954
1004,623.4023802501189
1005,494.9595736840191
1006,470.94489101413427
1007,426.52152136678467
1008,567.7261923420923
1009,529.7748695107833
1010,647.9193295959194
1011,529.3601787206326
1012,583.8095405480251
1013,553.5433478826949
1014,563.9892328694099
1015,520.9205839980193
1016,536.7169492312603
1017,493.9147652717548
1018,438.2037940806982
1019,582.8783167319183
1020,541.2634948638332
1021,533.4296813628367
1022,639.3769719354293
1023,496.48230260246464
1024,549.4652917676419
1025,461.39206494414873
1026,503.7295865064699
1027,566.6665081940687
1028,558.1048768644882
1029,461.811360275261
1030,491.6318147716018
1031,497.95550759060694
1032,592.8596638911051
1033,476.40848932591246
1034,606.3746085374873
1035,537.5079724385985
1036,474.89087393750845
1037,565.6701517155684
1038,576.9834205199694
1039,549.9942581236446
1040,613.2115550611205
1041,453.1658315257819
1042,616.3023169327951
1043,483.7452194399248
1044,452.22813835137794
1045,523.8149687793573
1046,603.5308582908053
1047,507.9648506393603
1048,472.3653669496332
1049,527.7728255172973
1050,656.5086553545653
1051,467.6675685916962
1052,488.4794607143083
1053,465.5158599824035
1054,476.7090571611567
1055,577.2038062735652
1056,586.0338902521223
1057,518.4165156918749
1058,588.5578562344625
1059,494.29374519793475
1060,564.2713620266006
1061,453.39999726896315
1062,581.3476752129532
1063,530.1239204066451
1064,586.1780963670986
1065,578.3507586412594
1066,594.3598751422127
1067,517.2791712258764
1068,514.3449948582155
1069,462.0534725003499
1070,560.1734245239891
1071,476.15131692433545
1072,554.3079412360358
1073,506.206213983338
1074,569.3920424416418
1075,487.56095328051236
1076,531.1353837824254
1077,466.1518801265129
1078,550.572538054789
1079,555.9930549807189
1080,532.4656012063572
1081,544.1836811768902
1082,464.96895885093846
1083,572.0043794515237
1084,490.75243987380145
1085,535.4330480859624
1086,542.2130728428061
1087,673.8502284134537
1088,514.8612812350934
1089,624.5619467583581
1090,454.94315423425104
1091,652.526640570726
1092,440.39545154868574
1093,590.1899784421939
1094,537.9361449716885
1095,500.11597281056015
1096,471.0236220723301
1097,516.9491792382453
1098,574.8326568345848
1099,581.9132047012578
1100,541.1344497596912
1101,502.2997443399657
1102,576.2126781845515
1103,558.1412012808767
1104,593.4637764270672
1105,494.8966634600014
1106,486.18751113139814
1107,472.827227597123
1108,491.34968235023223
1109,497.4178840869645
1110,552.4531708851407
1111,562.0564480731431
1112,629.451915601732
1113,487.683533019584
1114,494.0854240886008
1115,516.0879780579855
1116,547.9598129874189
1117,523.8273563929987
1118,534.874562871832
1119,469.72542933505383
1120,651.8962670318962
1121,448.84367404654154
1122,444.4133771803619
1123,455.0685836450577
1124,548.8521289603163
1125,484.74029490473623
1126,533.4620843483965
1127,540.6550295304218
1128,587.1208384950008
1129,658.0604310763429
1130,571.5384804220743
1131,636.178107649105
1132,579.6021515446762
1133,578.5771591421171
1134,569.9400799783739
1135,445.449587425431
1136,539.5907882006094
1137,620.2187322013738
1138,584.7934484085572
1139,504.5693786058529
1140,521.4988585686041
1141,585.6753603538948
1142,481.1208065072065
1143,461.78255836078245
1144,593.5868469055183
1145,546.3436531702887
1146,595.4568762979997
1147,523.2452827291868
1148,507.33746506464024
1149,481.2674659475922
1150,576.0386020976129
1151,470.5746452204701
1152,568.1068627583289
1153,517.4619110263965
1154,638.1044504812803
1155,515.6877730051358
1156,608.6304912521974
1157,652.3115572002805
1158,555.2384153504736
1159,514.6309841102859
1160,478.43921616183314
1161,529.1834446607045
1162,538.5598171130591
1163,510.3252642587779
1164,566.6656636566427
1165,566.6632833651012
1166,527.9189812034253
1167,483.7329129797644
1168,486.58516205120213
1169,479.2319360072746
1170,517.6257790550075
1171,535.0360618540858
1172,524.8183608042684
1173,557.8946745171295
1174,539.9633510765898
1175,524.7672627648637
1176,483.78396049319974
1177,474.5505823916384
1178,457.0305939279125
1179,573.3958564104502
1180,456.0780970329399
1181,491.7174297045401
1182,561.9471188988226
1183,564.1988868080751
1184,500.07488184842225
1185,612.64299524683
1186,502.0145946761253
1187,414.0689869890722
1188,524.0991752262255
1189,589.068508237736
1190,494.4306154567786
1191,490.41746441473015
1192,572.7905349151636
1193,532.1688925064027
1194,482.57048283746457
1195,484.41982346212944
1196,589.940835091516
1197,521.1627447466481
1198,577.5896647990817
1199,442.45865697252054
1200,451.8311878640235
1201,460.86439838674613
1202,467.0332297356016
1203,587.047262308781
1204,513.039609448709
1205,464.40451038725
1206,611.7020449002638
1207,467.3169410718399
1208,559.9886028521419
1209,446.40965767940855
1210,507.4471685264364
1211,569.0661724712896
1212,673.1124960971558
1213,566.5793435891201
1214,547.5957547149444
1215,511.38416750653187
1216,487.3598948797039
1217,526.874143639676
1218,479.04959464959154
1219,509.06473759643023
1220,575.1146647183243
1221,583.7414516152357
1222,514.6730711979493
1223,563.429288509235
1224,463.50002773886945
1225,455.9599664787253
1226,430.10470697698867
1227,553.9648441596156
1228,535.4420227888585
1229,624.3475328016245
1230,574.5325913746333
1231,513.2005425135236
1232,499.5003982254341
1233,542.2737565129258
1234,509.73255195650637
1235,550.51072279004
1236,519.3032113831423
1237,598.914020969904
1238,510.32599218305563
1239,526.9054012425867
1240,441.0487587715164
1241,473.9529471254292
1242,457.329984558699
1243,487.5474440178668
1244,499.137969132207
1245,497.8058269800214
1246,448.567169834118
1247,501.01543670370825
1248,558.5872824587142
1249,439.006671794765
1250,607.5106188788388
1251,527.5855696278613
1252,542.5333498781484
1253,513.8099917515207
1254,442.58907217882245
1255,557.6480065387582
1256,599.0210256407908
1257,438.51726811210654
1258,574.6215653898774
1259,552.7549959355191
1260,659.470891558738
1261,577.7154920877109
1262,477.7990290007486
1263,433.74229258429955
1264,515.9120800798091
1265,545.169029568528
1266,498.94552726839373
1267,457.01474638570096
1268,529.1191722968834
1269,529.5974427645796
1270,521.6811230372039
1271,509.9288386700585
1272,524.8116272330641
1273,499.1751118893935
1274,565.9400945391328
1275,482.75875685068036
1276,548.1923598007223
1277,617.9663410883728
1278,579.029543498549
1279,587.6005186022022
1280,442.29819620207786
1281,674.1071507074604
1282,521.9851128232685
1283,504.8276757757101
1284,437.58153659991996
1285,568.512309743355
1286,444.0838657663256
1287,438.9764799872539
1288,494.05830714271093
1289,491.28518193038303
1290,479.02019393349525
1291,459.98769028118295
1292,468.0908506886458
1293,631.8485640751305
1294,552.7559964124926
1295,538.9326457138617
1296,594.1918300746906
1297,530.0934918057474
1298,510.06174655841903
1299,512.1142022007818
1300,495.43478786927017
1301,435.2666111556864
1302,579.4847034190518
1303,437.54680920478313
1304,517.9510450206451
1305,527.1224048614229
1306,569.5890928480899
1307,509.0507607655029
1308,560.483341141879
1309,503.7317199443174
1310,405.3987610446088
1311,568.204213050132
1312,501.4059939512855
1313,501.6557655515375
1314,530.9143010692932
1315,459.36483349202655
1316,578.4463673079583
1317,658.4985184835972
1318,449.41456742401743
1319,467.5732866274683
1320,532.0176011085446
1321,519.8650463330162
1322,595.8325517504911
1323,482.5413916466395
1324,471.46761842283
1325,557.4171801634019
1326,454.46099755780267
1327,460.55599446193094
1328,588.2710047512159
1329,530.5743277933411
1330,470.5958827192329
1331,519.362629470587
1332,536.3072082842763
1333,441.91065664025155
1334,543.0734227827714
1335,482.89734532185713
1336,506.0497298265359
1337,439.99246830739156
1338,663.8068879248056
1339,578.9219790095254
1340,618.0603950256693
1341,449.3463454282137
1342,582.5938499300166
1343,507.72288965349435
1344,438.2414299399159
1345,671.9277672898833
1346,640.0131795734701
1347,543.4540238738978
1348,501.18928664693817
1349,591.8351142494065
1350,482.25715174250274
1351,583.0486267620139
1352,592.5012605632674
1353,602.498690971742
1354,468.58733415473273
1355,460.4267952275911
1356,514.9705015788243
1357,645.893932495763
1358,559.2860281850828
1359,495.44222991444497
1360,487.9151447967968
1361,563.6729169203852
1362,590.6033227671846
1363,511.8825733515829
1364,583.1840854585201
1365,519.3056036635464
1366,460.3037693746393
1367,565.3205442586517
1368,612.8205460564914
1369,448.1167501559032
1370,616.7028253204954
1371,468.9784728019191
1372,433.08793289998005
